parent_qcode,parent_label,child_qcode,child_label,parent_definition,child_definition
medtop:20000129,law enforcement,medtop:20000133,police,Agencies that attempt to prevent disobedience to established laws or bring to justice those who disobey those laws,"Civil force of a national, regional or local government that is responsible for the prevention and detection of crime and the maintenance of public order"
medtop:20000129,law enforcement,medtop:20001299,surveillance,Agencies that attempt to prevent disobedience to established laws or bring to justice those who disobey those laws,Monitoring the activities of the individual through the use of cameras and data in order to prevent or uncover criminal activities
medtop:20000131,investigation (criminal),medtop:20000132,missing person,"Inquiry into an alleged crime, including searching, interviews, interrogations and evidence collection","An adult whose disappearance is possibly not voluntary, or a child whose whereabouts are unknown to the child's legal guardian"
medtop:20000131,investigation (criminal),medtop:20001200,dropped criminal investigation,"Inquiry into an alleged crime, including searching, interviews, interrogations and evidence collection",When police and/or prosecutors end an investigation without a conclusion
medtop:20000134,sentencing (criminal),medtop:20000135,capital punishment,The retribution handed out to those who break laws,The legally authorised execution of someone as punishment for a crime
medtop:20000134,sentencing (criminal),medtop:20000136,fine (penalty),The retribution handed out to those who break laws,Money that a court of law or other authority decides has to be paid as punishment for a crime or other offence
medtop:20000134,sentencing (criminal),medtop:20000137,prison,The retribution handed out to those who break laws,Facility where people are held as a punishment for a crime they have committed or while awaiting trial
medtop:20000134,sentencing (criminal),medtop:20001198,court-ordered psychiatric treatment,The retribution handed out to those who break laws,"Psychiatric treatment imposed upon persons with mental health conditions in prisons and jails or as a condition of probation, supervision or parole"
medtop:20000134,sentencing (criminal),medtop:20001199,suspended sentence,The retribution handed out to those who break laws,Legal arrangement where a judge delays the serving of a sentence by a person who has been found guilty of a crime in order to give them a probationary period
medtop:03000000,"disaster, accident and emergency incident",medtop:20000139,accident and emergency incident,Man made or natural event resulting in loss of life or injury to living creatures and/or damage to inanimate objects or property,"A sudden, unexpected event that causes unwanted consequences or requires immediate action"
medtop:03000000,"disaster, accident and emergency incident",medtop:20000148,disaster,Man made or natural event resulting in loss of life or injury to living creatures and/or damage to inanimate objects or property,"A sudden, unplanned event that causes great damage or loss of life, such as an accident or a natural catastrophe"
medtop:03000000,"disaster, accident and emergency incident",medtop:20000160,emergency incident,Man made or natural event resulting in loss of life or injury to living creatures and/or damage to inanimate objects or property,"A sudden, unexpected event that requires immediate action to prevent serious consequences"
medtop:03000000,"disaster, accident and emergency incident",medtop:20000167,emergency planning,Man made or natural event resulting in loss of life or injury to living creatures and/or damage to inanimate objects or property,"Planning for actions to deal with sudden, unplanned events"
