qcode,label,parents,definition
medtop:20000279,insurance,medtop:20001370,A risk-taking venture that allows individuals to pay small amounts periodically to guard financially against unexpected events
medtop:20000280,financial advisory service,medtop:20001370,"Financial advisers, as opposed to stock dealers or consultants"
medtop:20000281,janitorial service,medtop:20001371,Companies that provide cleaning and similar services for homes and businesses.
medtop:20000282,legal service,medtop:20001371,"Lawyers, notaries and others who help companies and individuals deal with state, federal and local laws"
medtop:20000283,market research,medtop:20000192,Gathering information about the needs and wants of consumers
medtop:20000284,market trend,medtop:20000192,Statistically significant consumer behaviour.
medtop:20000285,personal finance,medtop:20000271,An individual's income and expenses
medtop:20000286,personal income,medtop:20000271,Money that a person earns and is his/hers to keep or spend
medtop:20000287,personal finance and investment,medtop:20001370,Investing an individual's savings in the hope of future gains
medtop:20000288,personal service,medtop:20001371,Consumer service that is intangible e.g. beauty care such as hairdressing
medtop:20000289,printing service,medtop:20000271,"The production of printed matter such as flyers, ads, signs, etc."
medtop:20000290,rental service,medtop:20001371,"Companies that provide items on a short-term rental basis, including motor vehicles, clothing, tools, heavy equipment and other supplies"
medtop:20000291,shipping and postal service,medtop:20001371,"Organisations that prepare and transport packages and documents for individuals or companies by any means, including postal services"
medtop:20000292,stock broking,medtop:20001370,The buying and selling of company shares on behalf of individuals or other entities
medtop:20000293,wedding service,medtop:20001371,Services and products related to the wedding industry
medtop:20000294,manufacturing and engineering,medtop:20000209,"Manufacturers of electrical, electronic and mechanical equipment but does not cover civil engineering."
medtop:20000295,aerospace,medtop:20000294,Companies that assemble or manufacture components for airplanes and space ships.
medtop:20000296,automotive,medtop:20000294,Companies that manufacture automotive components and assemble automobiles
medtop:20000297,defence equipment,medtop:20000294,"Manufacturers of guns, tanks, ships or other equipment for military and non-military protection services"
medtop:20000298,electrical appliance,medtop:20000294,Makers of large and small electrical goods for use in homes or business
medtop:20000299,heavy engineering,medtop:20000294,"Manufacturers of engineering equipment, such as cranes and bulldozers, for use in major construction projects"
medtop:20000300,industrial component,medtop:20000294,"Manufacturers of mechanical, electrical, electronic items needed in the manufacture of other items"
medtop:20000301,instrument engineering,medtop:20000294,"Manufacturers of instruments for calibration, measurement of things like speed, pressure, distance"
medtop:20000302,machine manufacturing,medtop:20000294,"Manufacturers of turbines, engines, fans, pumps, motors and other components for powered equipment"
medtop:20000303,shipbuilding,medtop:20000294,Manufacturers of ships and submersibles and suppliers for the maintenance and repair of these vessels
medtop:20000304,media and entertainment industry,medtop:20000209,"The various means of disseminating news, information and entertainment to the public"
medtop:20000305,advertising,medtop:20000304,Methods of promoting goods and services to consumers
medtop:20000306,books and publishing,medtop:20000304,"The business of producing and selling books, including e-books and audiobooks"
medtop:20000307,film industry,medtop:20000304,"The business of making, selling and distributing films"
medtop:20000308,music industry,medtop:20000304,"Recording, production and marketing of music"
medtop:20000309,news agency,medtop:20000304,"Commercial agencies for production and distribution of newsworthy events through print, broadcast, video or electronic media"
medtop:20000310,newspaper and magazine,medtop:20000304,The business of producing bound and unbound printed paper products for periodic distribution of news items
medtop:20000311,online media industry,medtop:20000304,The business of distributing news and information through computer networks for public consumption
medtop:20000312,public relations,medtop:20000304,The business of managing and disseminating information from an individual or an organization to the public in order to influence their perception
medtop:20000313,radio industry,medtop:20000304,Companies and organisations involved in the broadcast of radio stations and their content to the public
medtop:20000314,satellite and cable service,medtop:20000304,"The business of transmitting news, entertainment and information via satellite or cable television services"
medtop:20000315,television industry,medtop:20000304,The production and broadcasting of television content
medtop:20000316,metal and mineral mining and refining,medtop:20000209,"The extractive businesses that remove raw materials, including coal, gold iron and copper, from the earth by drilling and pumping, quarrying or mining"
